Date,Max Temp,Min Temp,Observed Temp,"Rain Melted, snow, etc","Snow, ice pellets, hail","Snow ice pellets, hail, ice on ground",RAIN GAUGE,Wind Direction,Wind Speed MPH,Sky Cover,Cloud Type,Notes
2/9/85,22,3,3,0,,2.2,,237,3.59,0,,
2/8/85,20,-2,6,0,T,22.5,,282,7.19,4,Cu,some frost
2/7/85,11,4,4,0.02,1.25,24,,164,4.24,1,St,
2/6/85,17,5,5,0.03,4.5,24.5,,63,2.45,2,Sc,
2/5/85,20,3,7,0.07,0.5,22,,90,3.88,2,St,
2/4/85,13,-16,-15,0.04,2.5,23.5,,245,3.86,2,Cu,
2/3/85,16,-4,9,0.21,4.25,23,,232,3.89,8,Ns,snowing
2/2/85,9,-25,-23,T,0.75,19.5,,223,2.76,4,Cs,
2/1/85,8,-4,-3,0.05,0.75,19.5,,244,3.57,7,Cu,
1/31/85,19,17,17,0.18,2.25,20,,302,5.34,8,Ns,
1/30/85,28,15,17,0.11,0.75,18,,173,3.32,8,Ns,
1/29/85,25,15,16,T,0.5,18,,186,3.71,8,St,
1/28/85,20,12,12,0.02,1.5,19.5,,317,5.02,6,Sc,
1/27/85,25,17,18,0.09,3.75,20,,277,4.59,8,Ns,
1/26/85,23,4,8,0.02,T,17,,223,4.19,7,Ci,
1/25/85,13,12,13,0.05,2.75,18,,248,6.66,8,Sc,
1/24/85,27,20,21,0.07,0.25,15.75,,253,2.7,8,St,
1/23/85,29,19,27,T,T,16,,289,6.15,8,Ns,
1/22/85,27,21,24,T,,17,,299,7.77,8,St,
1/21/85,27,3,24,0.1,4,18,,308,8.39,8,Ns,snow
1/20/85,9,-13,2,0.08,T,16.5,,281,7.18,8,Ns,
1/19/85,3,2,3,0.01,2,16.5,,256,5.84,8,St,
1/18/85,22,19,20,0.25,3.25,16.5,,107,3.8,8,Ns,snow
1/17/85,27,15,15,0.15,2.25,14,,244,3.16,8,St,
1/16/85,25,3,12,0.05,,12.5,,184,3.83,8,St,
1/15/85,13,-8,-8,0,1.5,13.25,,226,4.07,1,St,
1/14/85,26,16,26,0.22,3.5,13,,313,9.47,8,Sc,
1/13/85,31,10,17,0.01,T,11,,231,5.25,6,Ci,
1/12/85,31,10,21,0.01,1,12.5,,271,7.59,1,Ci,
1/11/85,21,9,19,0.02,T,11.5,,297,5.4,8,Sc,
1/10/85,20,5,10,T,T,12,,161,2.65,8,St,
1/9/85,16,-12,-7,T,T,13,,220,2.6,2,St,
1/8/85,11,-2,1,T,5.75,14,,282,4.49,7,St,
1/7/85,22,20,22,0.41,2.75,10,,53,5.79,8,Ns,snow
1/6/85,28,28,28,0.06,0.25,7.5,,98,8.38,8,Ns,
1/5/85,31,13,18,0.01,T,8.5,,238,4.72,8,St,
1/4/85,32,7,30,0.01,,8.5,,289,4.68,8,St,frost
1/3/85,26,9,9,0,T,9,,230,2.76,0,,
1/2/85,23,12,19,0,2.75,10.5,,263,1.78,8,St,
1/1/85,20,15,17,0.53,9,10,,163,2.11,8,Ns,
12/31/84,22,18,19,0.1,2,2.5,,122,1.04,8,Ns,snow
12/30/84,25,21,25,0,,0.5,,260,1.36,8,Sc,
12/29/84,50,36,43,0.05,,0.5,,296,6.41,8,Ns,
12/28/84,47,33,47,1.67,,4,,180,4.59,8,Ns,rain
12/27/84,33,29,30,0.08,0.5,6.75,,144,4.57,8,St,
12/26/84,missing,missing,missing,0.02,5,6.5,,171,7.08,8,,
12/25/84,18,6,13,0.13,1.5,2.5,,261,7.09,8,,
12/24/84,21,13,14,0.06,,2,,275,4.37,,,
12/23/84,22,14,18,0.08,1.5,4,,241,2.92,8,Ns,
12/22/84,25,25,25,0.01,2.5,2.75,,279,9.9,8,Ns,
12/21/84,37,17,23,0.45,,0.5,,135,8.63,1,St,lake froze over last night
12/20/84,27,23,23,0.01,T,0.5,,254,7.31,6,Cu,new wind data starting on 20th. degrees and MPH
12/19/84,32,19,24,T,T,0.5,,W,0-1,8,St,
12/18/84,27,26,26,0.04,0.5,0.5,,NW,4-Jan,6,Sc,
12/17/84,30,26,26,0,,0,,N,10-Feb,8,St,main part of lake (ice) opened up overnight
12/16/84,54,33,40,0.11,,2,,SW,6-Feb,8,Sc,strong SW winds from 2PM on
12/15/84,42,27,29,0,5,5,,0,,8,Ns,
12/14/84,31,20,28,0.43,,0.5,,E,4-Jan,8,St,
12/13/84,28,22,22,0,0.5,0.5,,N,6-Feb,8,St,
12/12/84,40,33,40,0.17,,0,,0,,8,Ns,drizzle
12/11/84,41,33,33,0.04,,1,,W,0-2,8,St,
12/10/84,38,34,34,0.13,,1.25,,0,,9,,
12/9/84,42,27,28,0,,2,,0,,1,St,frost
12/8/84,42,29,35,0,,2.75,,W,0-1,3,Ci,frost
12/7/84,36,11,19,0.03,0.75,3.5,,W,8-Feb,8,St,lake frozen over
12/6/84,19,17,19,T,0.25,2.75,,NW,20-Oct,8,St,
12/5/84,27,18,19,T,0.5,3,,W,4-Jan,2,Cu,
12/4/84,25,23,24,0,3,3.25,,W,8-Feb,6,Cu,
12/3/84,32,30,32,0.33,0.5,0.5,,S,2-Jan,8,Ns,
12/2/84,36,29,30,0.2,,T,,N,0-1,8,St,
12/1/84,33,31,31,0.01,T,T,,N,2-Jan,8,St,
11/30/84,36,34,36,0.14,,,,0,,8,Ns,rain
11/29/84,41,34,36,0.02,,,,SW,0-1,8,St,
11/28/84,40,39,39,0.09,,,,SW,2-Jan,8,Ns,
11/27/84,54,47,47,0.34,,,,0,,8,Sc,
11/26/84,57,35,39,0,,,,S,0-1,6,St,
11/25/84,54,35,36,0,,,,0,,4,,
11/24/84,49,33,41,0,,,,NW,5-Jan,7,,
11/23/84,55,31,38,0,,0,,W,5-Jan,7,,
11/22/84,40,23,31,0,,0.5,,SW,0-1,4,St,
11/21/84,31,23,24,0,,0.5,,N,0-1,8,St,
11/20/84,28,23,25,0.02,0.25,0.5,,N,2-Jan,8,Sc,
11/19/84,28,20,23,0,,0.5,,NE,3-Jan,8,St,
11/18/84,31,27,29,0.02,0.5,0.5,,N,4-Jan,8,Sc,
11/17/84,38,29,32,0.01,,0,,NW,4-Jan,2,Cu,
11/16/84,33,31,33,0.05,0.5,0.5,,W,8-Feb,8,St,
11/15/84,50,37,45,0.1,,,,0,,8,St,
11/14/84,45,26,27,0.04,,,,0,,3,St,
11/13/84,38,25,25,0,,,,0,,5,Cu,
11/12/84,35,22,23,0,0,0,,N,4-Jan,1,Cu,
11/11/84,32,28,28,0,T,T,,N,8,3,Sc,
11/10/84,43,36,40,0.13,,,,NNE,5,8,Ns,
11/9/84,50,37,38,0.25,,,,0,,5,Ci / Cu,
11/8/84,51,27,41,0.16,,,,0,,9,,
11/7/84,52,28,28,0,0,0,,SW,1,0,,
11/6/84,35,31,32,0,T,T,,N,3-Jan,8,Sc,
11/5/84,51,30,40,0.04,,,,N,5-Mar,8,Sc,
11/4/84,53,30,41,0.05,,,,SW,1,3,Ci,
11/3/84,42,23,31,0,,,,E,3-Jan,8,Sc,
11/2/84,31,23,24,0,,,,WNW,20-Oct,2,Sc,
11/1/84,56,29,55,0.83,,,,0,,8,Ns,rain
10/31/84,44,29,30,0.01,,,,N,2-Jan,0,,frost
10/30/84,53,38,48,0.03,,,,SW,4-Jan,8,St,
10/29/84,49,32,34,0,,,,0,,5,Cu,1st light frost in camp itself
10/28/84,50,50,50,0,,,,W,4-Jan,6,Cu,
10/27/84,70,46,53,0.32,,,,0,,8,Ns,
10/26/84,53,41,44,T,,,,0,,8,Ns,
10/25/84,51,39,42,0.47,,,,0,,8,St,
10/24/84,52,39,41,0,,,,SW,0-1,8,Sc,
10/23/84,47,40,41,0.01,,,,SW,0-1,7,Cu,
10/22/84,47,42,42,0.16,,,,0,,4,Cu,
10/21/84,47,44,44,0.46,,,,NE,0-1,8,Ns,rain
10/20/84,57,46,47,0,,,,SW,6-Feb,0,,
10/19/84,61,47,52,1.79,,,,0,,8,Ns,rain
10/18/84,54,40,42,0,,,,0,,6,Sc,
10/17/84,55,53,53,0.37,,,,W,0-1,8,Ns,rain
10/16/84,63,55,56,0.21,,,,SE,2-Jan,8,Ns,rain
10/15/84,65,49,53,0.05,,,,NE,2-Jan,9,,
10/14/84,64,54,55,0,,,,0,,9,,
10/13/84,59,48,48,0,,,,0,,9,,
10/12/84,53,44,44,0,,,,0,,9,,fog and dew
10/11/84,67,47,47,0,,,,0,,9,,fog and dew
10/10/84,65,51,51,0,,,,0,,7,Cu,
10/9/84,59,54,54,T,,,,0,,8,Ns,
10/8/84,59,52,57,0.1,,,,0,,9,,
10/7/84,58,51,53,0.99,,,,E,0-2,8,Ns,rain
10/6/84,68,38,42,0,,,,E,2-Jan,0,,
10/5/84,51,37,43,0,,,,SE,4-Feb,8,St,
10/4/84,59,35,37,0,,,,0,,6,Cu,
10/3/84,54,50,53,0.04,,,,NW,10-Feb,4,Cu,
10/2/84,63,37,40,0.02,,,,0,,0,,
10/1/84,61,36,44,0,,,,S,2-Jan,2,,
9/30/84,71,33,36,0,,,,SE,2-Jan,2,Sc,
9/29/84,53,35,38,0,,,,S,2-Jan,1,,
9/28/84,48,40,44,0.29,,,,0,,8,Ns,rain
9/27/84,56,36,36,0,,,,SW,2-Jan,2,St,frost away from lake - on hill
9/26/84,49,39,41,0.12,,,,NW,4-Jan,7,Cu,
9/25/84,68,64,64,0.1,,,,0,,8,Ns,
9/24/84,73,50,56,0.13,,,,0,,8,As,
9/23/84,75,58,65,0.02,,,,0,,8,Ns,
9/22/84,80,52,58,0,,,,SE,4-Jan,0,,
9/21/84,65,46,47,0,,,,0,,7,Sc,
9/20/84,65,59,59,0,,,,NW,4-Feb,0,,
9/19/84,75,54,54,0,,,,0,,0,,
9/18/84,71,46,52,0,,,,SSW,4-Feb,8,Ci,
9/17/84,67,45,45,0,,,,W,2-Jan,0,,
9/16/84,65,40,47,0,,,,N,0-1,8,Cu,
9/15/84,60,47,49,T,,,,N,4-Jan,0,,
9/14/84,58,51,52,T,,,,N,0-2,2,Cu,
9/13/84,71,52,64,0.06,,,,NW,0-2,8,Cu,
9/12/84,67,51,52,0.94,,,,0,,9,,
9/11/84,70,55,56,0.28,,,,NE,0-2,8,St,
9/10/84,68,54,55,0.21,,,,S,0-1,8,St,
9/9/84,71,59,65,0,,,,SW,6-Feb,7,Cu,
9/8/84,75,63,66,0.13,,,,S,0-2,5,Ci,
9/7/84,69,50,55,0.1,,,,,,8,Ns,rain
9/6/84,70,44,46,0,,,,0,,0,,
9/5/84,62,44,49,0.06,,,,0,,0,,
9/4/84,61,47,52,0,,,,N,4-Jan,3,Cu,
9/3/84,61,55,56,0,,,,N,8-Feb,8,Ns,
9/2/84,60,55,58,1.32,,,,E,0-2,8,Ns,
9/1/84,70,50,52,0.56,,,,,,,,
8/31/84,69,55,57,0,,,,,,,,
8/30/84,74,63,64,0.14,,,,N,0-2,8,St,
8/29/84,83,63,63,0.03,,,,SW,0-2,0,,
8/28/84,84,60,67,0,,,,0,,8,Cu,
8/27/84,78,55,67,0,,,,SW,4-Jan,8,St,
8/26/84,82,53,55,0.06,,,,0,,1,St,
8/25/84,76,50,53,0,,,,0,,1,Ci,
8/24/84,73,49,51,0,,,,0,,9,,
8/23/84,69,57,58,0,,,,N,6-Feb,8,Cu,
8/22/84,76,65,67,0.17,,,,NW,0-2,7,Cu,
8/21/84,80,56,58,0,,,,WSW,0-2,2,Sc,
8/20/84,78,55,56,0,,,,SW,0-1,3,Ci,
8/19/84,75,61,61,0,,,,N,4-Jan,0,,
8/18/84,73,62,64,0.13,,,,0,,8,Sc,
8/17/84,78,55,56,0,,,,NW,0-1,2,Cu,
8/16/84,78,61,66,0,,,,N,0-2,4,Cu,
8/15/84,82,62,65,0,,,,SW,0-1,5,St,
8/14/84,81,60,62,0,,,,0,,0,,
8/13/84,80,55,60,0,,,,N,0-1,0,,
8/12/84,76,58,58,0,,,,0,,9,,
8/11/84,73,64,65,0,,,,E,0-2,8,Sc,
8/10/84,78,62,64,0,,,,SW,0-1,0,,
8/9/84,85,64,67,0.83,,,,SW,0-1,8,St,
8/8/84,71,66,66,0,,,,0,,8,St,
8/7/84,83,67,67,0.55,,,,SW,0-1,2,Cu,thunderstorm 5-6AM
8/6/84,79,70,70,1.49,,,,SW,0-1,8,Ns,
8/5/84,86,64,66,0,,,,0,,9,,
8/4/84,84,62,63,0,,,,0,,0,,
8/3/84,80,66,66,0,,,,0,,8,St,
8/2/84,79,65,66,T,,,,0,,8,St,
8/1/84,68,60,66,0.41,,,,0,,8,Ns,
7/31/84,75,56,59,0.42,,,,S,0-1,5,St,
7/30/84,83,57,62,0,,,,S,2-Jan,8,St,
7/29/84,80,54,56,0,,,,S,0-1,1,Ci,
7/28/84,77,56,60,0,,,,0,,1,Cu,
7/27/84,74,59,61,0.01,,,,NE,0-2,8,Sc,
7/26/84,72,53,60,0.01,,,,0,,8,Sc,
7/25/84,78,54,58,0,,,,0,,0,,
7/24/84,76,61,62,0,,,,NW,2-Jan,0,,
7/23/84,83,76,77,0,,,,WSW,4-Jan,8,St,
7/22/84,86,59,62,0,,,,0,,5,St,
7/21/84,83,58,60,T,,,,0,,2,Ci,
7/20/84,80,60,63,0,,,,0,,8,St,
7/19/84,73,53,59,0.07,,,,SW,0-2,3,Cu,
7/18/84,74,57,60,0,,,,N,4-Jan,4,Cu,
7/17/84,70,57,57,0.85,,,,S,0-1,8,Ns,
7/16/84,70,62,62,0,,,,W,0-1,8,St,
7/15/84,80,63,71,0.29,,,,W,0-2,8,Sc,
7/14/84,87,63,71,0,,,,W,0-1,3,Cu,
7/13/84,84,62,64,0.01,,,,S,0-1,3,St,
7/12/84,81,57,64,0.03,,,,0,,0,,
7/11/84,80,62,62,0.14,,,,N,0-2,8,Sc,
7/10/84,79,68,68,0.05,,,,0,,8,Ns,
7/9/84,78,53,62,0,,,,S,0-1,8,Cu,
7/8/84,74,49,54,0,,,,0,,2,Ci,
7/7/84,69,48,54,0.06,,,,NW,2-Jan,8,Sc,
7/6/84,62,58,59,T,,,,W,4-Jan,4,Cu,
7/5/84,76,55,60,0.01,,,,SW,0-2,4,Ci,
7/4/84,78,60,61,0.01,,,,0,,7,Cu,
7/3/84,77,59,65,0.02,,,,0,,6,As,
7/2/84,82,56,61,0,,,,0,,3,Ci,
7/1/84,80,54,59,0,,,,0,,0,,
6/30/84,78,54,59,T,,,,NW,0-1,0,,
6/29/84,68,48,55,T,,,,NW,0-1,8,St,
6/28/84,62,54,58,0,,,,NW,2-Jan,4,Cu,
6/27/84,62,57,62,0.22,,,,SW,4-Jan,8,Ns,
6/26/84,77,47,55,0.12,,,,S,0-2,7,St,
6/25/84,66,54,56,0,,,,NW,6-Feb,3,Cu,
6/24/84,66,57,59,0.2,,,,NW,8-Feb,3,Cu,thunderstorm overnight
6/23/84,77,54,60,0,,,,0,,8,Cu,
6/22/84,80,54,57,0,,,,SE,0-2,2,Ci,
6/21/84,77,51,58,0,,,,E,0-1,0,,
6/20/84,73,47,55,0,,,,E,0-1,8,St,
6/19/84,73,57,61,0,,,,NW,0-1,0,,
6/18/84,77,61,63,0.43,,,,0,,8,Ns,
6/17/84,71,59,64,0.35,,,,0,,8,Ns,
6/16/84,77,51,60,0,,,,E,0-1,8,St,
6/15/84,70,48,51,0,,,,E,4-Jan,8,Ci,
6/14/84,63,50,51,0,,,,NW,4-Jan,8,Sc,
6/13/84,78,56,59,T,,,,0,,9,,
6/12/84,74,50,54,0.6,,,,E,0-1,8,Ns,rain
6/11/84,69,47,48,T,,,,NW,4-Jan,8,St,
6/10/84,77,59,63,0.48,,,,E,0-1,8,Sc,
6/9/84,76,64,67,0.13,,,,W,4-Jan,3,Cu,
6/8/84,83,67,72,0,,,,SW,4-Jan,8,St,
6/7/84,84,61,67,0.1,,,,SW,0-1,8,Ns,
6/6/84,88,61,73,0.07,,,,SW,2-Jan,2,Cu,
6/5/84,82,59,58,0.04,,,,E,2-Jan,8,Ns,
6/4/84,80,55,61,0,,,,SW,0-1,0,,
6/3/84,76,47,56,0.02,,,,0,,0,,
6/2/84,79,54,63,0.3,,,,E,4-Jan,7,St,
6/1/84,76,51,55,0.02,,,,E,0-1,4,Cu,
5/31/84,71,42,52,0.09,,,,S,0-1,8,St,
5/30/84,65,39,47,0,,,,NE,0-1,8,Sc,
5/29/84,51,44,48,0.03,,,,NE,10-Apr,8,,
5/28/84,52,43,48,0,,,,E,10-Apr,8,,
5/27/84,67,36,52,0,,,,W,0-4,1,,
5/26/84,57,44,45,0.06,,,,NW,10-Apr,7,,
5/25/84,58,58,58,0.65,,,,W,0-1,8,Ns,rain
5/24/84,72,45,55,0.05,,,,S,0-2,3,Cu,
5/23/84,62,49,52,0.07,,,,W,0-1,0,,
5/22/84,73,57,65,0.01,,,,0,,8,Ns,
5/21/84,75,44,47,0,,,,SSE,2-Jan,0,,
5/20/84,63,48,52,0,,,,0,,6,St,
5/19/84,68,52,55,0,,,,N,6-Feb,8,Ci,
5/18/84,77,52,54,0,,,,0,,1,Cu,
5/17/84,63,45,48,0.16,,,,SW,0-1,8,St,
5/16/84,63,38,43,0,,,,NW,0-1,0,,
5/15/84,56,38,41,0,,,,NW,6-Feb,0,,
5/14/84,54,37,41,0,,,,WNW,4-Jan,0,,
5/13/84,54,35,39,0.01,,,,E,0-1,8,Ns,
5/12/84,49,43,47,0,,,,NW,10-Feb,8,Sc,
5/11/84,70,42,52,0.1,,,,S,0-1,8,Cu,
5/10/84,63,34,35,0,,,,0,,0,,
5/9/84,52,38,41,T,,,,W,0-1,7,Cu,
5/8/84,48,43,44,0,,,,W,0-2,8,Sc,
5/7/84,61,45,47,0.24,,,,E,0-1,8,St,
5/6/84,69,43,45,0,,,,0,,2,St,
5/5/84,64,33,43,0,,,,0,,3,Ci,
5/4/84,59,37,38,0,,,,N,0-2,0,,
5/3/84,49,27,33,0,,,,E,0-1/2,1,Ci,frost
5/2/84,44,34,36,0,,0,,W,0-1,8,St,
5/1/84,38,32,34,0.02,0.5,0.5,,W,6-Feb,8,Sc,snowing
4/30/84,58,44,52,0.2,,,,ESE,2-Jan,6,Sc,strong winds later in the day
4/29/84,61,36,48,0.32,,,,W,4-Jan,0,,
4/28/84,58,53,56,0.02,,,,W,8-Feb,0,,"gusty, unpredictable winds"
4/27/84,82,53,62,0,,,,E,0-1,8,Ci,
4/26/84,73,43,51,T,,,,SE,0-2,8,St,
4/25/84,64,38,48,0,,,,N,0-1,0,,
4/24/84,53,38,42,T,,,,N,0-1,8,St,
4/23/84,42,38,38,0.04,,,,E,0-2,8,Ns,rain
4/22/84,50,34,44,0,,,,E,6-Feb,8,St,
4/21/84,54,34,36,0,,,,NW,0-2,0,,
4/20/84,59,34,42,0,,,,N,0-2,8,Cu,
4/19/84,49,39,41,0.09,,,,SE,0-1,8,St,
4/18/84,48,32,39,0,,0,,N,4-Jan,8,Ns,
4/17/84,40,32,33,0.2,1.5,1.5,,N,10-Apr,8,Ns,
4/16/84,46,40,41,0.13,,,,NNE,6-Feb,8,Ns,
4/15/84,45,40,44,0.56,,,,NE,4-Jan,8,Ns,rain
4/14/84,47,38,41,0,,,,NE,0-2,9,,
4/13/84,51,39,39,0.55,,,,E,2-Jan,8,Ns,rain   Ice off the lake!
4/12/84,63,32,40,0,,,,E,0-1,0,,
4/11/84,55,27,30,0,,,,0,,0,,
4/10/84,54,27,35,0,,,,E,0-1,1,Ci,
4/9/84,52,28,35,0,,0,,E,0-1,0,,
4/8/84,52,26,35,0,,0,,E,0-1,0,,
4/7/84,48,28,32,0,,0,,E,0-2,0,,
4/6/84,42,33,33,T,0.25,0.25,,N,4-Jan,8,St,
4/5/84,40,36,40,0.7,,0,,ENE,4-Jan,8,St,
4/4/84,52,31,38,0,,3,,E,0-1,1,Ci,
4/3/84,47,25,32,0,,4,,0,,0,,
4/2/84,49,22,26,0,,5.5,,W,0-1,0,,
4/1/84,46,22,32,0,,6.5,,0,,0,,
3/31/84,45,25,32,0,,7.5,,NE,0-1,0,,
3/30/84,41,32,33,0,,8,,NE,0-2,0,,
3/29/84,40,28,31,0,,9,,NE,4-Jan,3,Sc,
3/28/84,38,26,30,0,,10,,E,6-Feb,0,,
3/27/84,38,19,24,0,,11,,0,,0,,
3/26/84,38,21,27,0,,11,,E,0-1,0,,
3/25/84,43,21,35,0,,12,,SE,0-5,1,Ci,
3/24/84,44,22,36,0,,13,,0,,7,St,
3/23/84,37,22,23,0.02,0.75,14,,NW,8-Feb,0,,
3/22/84,34,32,33,0.12,2,13,,NW,0-1,8,Ns,
3/21/84,38,33,35,0.76,,11.5,,E,0-1,8,Ns,rain
3/20/84,35,32,33,0.58,,11.5,,E,0-1,8,Ns,rain
3/19/84,37,20,28,0,,12,,E,2-Jan,8,St,
3/18/84,32,16,22,0,,12,,E,6-Feb,1,Ci,
3/17/84,23,9,14,0,,12,,E,6-Jan,0,,
3/16/84,23,20,21,0.05,0.25,12,,NW,6-Feb,8,St,
3/15/84,37,31,34,0.35,,12,,S,0-1,8,Ns,rain
3/14/84,44,15,20,0,,13,,S,0-1,0,,
3/13/84,28,14,18,0.01,T,14,,SE,0-1,8,St,
3/12/84,18,-11,-5,0,,14,,S,0-1,4,Ci,
3/11/84,6,0,2,0.02,3.5,15,,NW,8-Feb,4,Cu,
3/10/84,27,-1,10,0.1,,12,,0,,4,Ci,
3/9/84,21,-4,-1,0,,12,,0,,0,,
3/8/84,15,-8,-6,0,,12,,0,,0,,"12"" ice - middle SFB"
3/7/84,11,-7,-6,0,,12,,NW,0-1,0,,
3/6/84,10,10,10,0.01,0.25,12,,NW,4-Jan,8,St,
3/5/84,32,26,26,0.09,0.5,12,,SE,0-1,8,Ns,
3/4/84,37,11,22,0,,12,,0,,0,,
3/3/84,29,8,11,0,,12,,0,,0,,
3/2/84,25,17,18,0,,12,,N,4-Jan,6,Cu,
3/1/84,26,14,16,0,T,12,,N,4-Jan,0,,
2/29/84,18,8,8,0,,12,,N,16-Jun,1,Cu,
2/28/84,23,16,19,0,,12,,N,20-Jun,8,Cs,a windy day
2/27/84,31,13,13,0,,12,,0,,0,,
2/26/84,27,13,23,T,,12,,NW,10-Apr,2,Sc,
2/25/84,29,22,24,0.01,T,12,,NW,10-Apr,8,Ns,
2/24/84,33,30,30,0,,12,,NW,0-2,8,St,
2/23/84,54,37,38,0,,13,,SW,0-2,1,St,
2/22/84,53,28,29,0.01,T,15,,S,0-1,2,St,
2/21/84,34,28,29,0.01,0.5,15,,NW,0-1,8,St,
2/20/84,36,28,29,0.06,1.25,15,,NW,4-Feb,8,St,
2/19/84,36,34,35,0.69,,15,,E,0-2,8,Ns,rain
2/18/84,44,34,36,0,,16,,0,,8,Ns,
2/17/84,41,32,35,0,,17.5,,ESE,0-1,8,Cu,
2/16/84,42,29,30,0,,17.5,,SE,0-1,6,Ci,
2/15/84,40,28,31,0,,18,,0,,9,,
2/14/84,41,33,37,T,,18.5,,W,4-Feb,8,St,
2/13/84,46,37,43,0.01,,20,,S,0-1,8,Ns,
2/12/84,47,33,37,0.02,,23,,ESE,0-2,8,Ns,
2/11/84,46,33,35,0,,25,,,,,,
2/10/84,44,21,25,0,,26.5,,0,,6,Sc,
2/9/84,38,14,14,0,,27,,0,,4,Ci,
2/8/84,28,4,12,0,,28,,SSW,0-1,7,As,
2/7/84,21,-16,-5,0,0.25,28.5,,SW,0-1,8,St,
2/6/84,8,-1,0,0.01,0.5,28.75,,NW,0-1,6,As,
2/5/84,11,7,9,0.08,3.5,29,,NW,0-2,6,Sc,
2/4/84,31,25,26,0.18,,25.5,,,,8,Ns,
2/3/84,31,31,31,0.04,0.5,25.5,,SW,4-Jan,8,St,
2/2/84,38,23,23,0.01,,26.5,,E,0-2,9,,
2/1/84,29,5,22,0,T,27,,E,0-1,8,St,
1/31/84,22,-5,7,T,T,27.5,,0,,4,Sc,
1/30/84,14,4,7,0.01,,27.75,,NW,0-1,8,Cs,
1/29/84,25,19,25,0.03,2.5,28.5,,NW,0-1,8,St,
1/28/84,25,6,14,0.15,,27.5,,WNW,0-1,8,St,
1/27/84,18,16,16,0.02,1.25,27.75,,NW,8-Feb,8,St,
1/26/84,26,-4,8,0.04,,27.25,,E,0-1,8,St,
1/25/84,23,23,23,0.04,1.5,28.5,,WNW,10-Apr,0,,
1/24/84,34,25,30,0.03,4.25,28.75,,SW,0-1,8,St,
1/23/84,30,20,22,0.29,0.5,26.25,,S,0-2,8,St,
1/22/84,24,9,11,0.05,3,27,,0,,8,St,
1/21/84,13,-22,-2,0.05,T,26,,SW,2-Jan,8,Ci,
1/20/84,3,-1,0,0.05,2.5,26.5,,NE,0-2,9,,lake effect snows
1/19/84,7,-14,-10,0.12,2,26,,0,,8,Ns,
1/18/84,12,-3,0,0.08,0.75,25.5,,0,,5,Sc,
1/17/84,18,3,11,0.01,4.5,26.5,,0,,3,Sc,
1/16/84,22,3,16,0.15,0.25,22.5,,WSW,0-2,8,St,
1/15/84,16,-25,-23,0.01,,23,,0,,0,,
1/14/84,9,3,4,0.02,2.5,23.5,,NE,0-2,0,,
1/13/84,20,16,20,0.08,,21.5,,E,0-2,8,St,
1/12/84,20,-3,4,0,,21.75,,SW,0-1,8,St,
1/11/84,13,-18,-18,0,T,22,,0,,1,Cu,
1/10/84,5,2,4,T,0.5,22.25,,NNW,0-2,0,,
1/9/84,9,2,10,0.02,T,22.5,,SE,0-2,8,St,
1/8/84,14,13,13,T,2.5,24,,NNW,12-Apr,4,Cu,
1/7/84,29,-7,3,0.15,,22,,0,,8,Sc,
1/6/84,23,22,23,0.01,2.25,22,,N,10-Apr,8,Ns,
1/5/84,34,22,23,0.15,T,20.5,,SW,0-1,8,Ns,
1/4/84,37,28,33,T,0.75,21.5,,SW,0-2,8,Ns,
1/3/84,39,22,27,0.08,,22,,SW,8-Feb,7,St,
1/2/84,29,19,23,0.03,0.75,23,,0,,8,St,
1/1/84,25,4,20,0.04,0.5,23.5,,0,,8,St,
12/31/83,24,17,24,0.01,0.5,24.25,,W,6-Feb,8,Ns,
12/30/83,24,6,18,0.01,1.5,25.75,,W,0-2,8,Ns,
12/29/83,18,6,6,0.04,3,26.5,,NE,0-1,3,Cu,
12/28/83,23,18,19,0.23,2.75,27.5,,W,0-1,8,Ns,
12/27/83,25,15,21,0.04,3,,,NE,0-5,8,,
12/26/83,21,7,16,0.1,4,26.5,,0,,8,,
12/25/83,15,2,11,0.07,2,,,N,0-5,8,,
12/24/83,11,-3,3,0.09,2,,,0,,8,,
12/23/83,11,5,9,0.07,4.25,25.5,,WNW,8-Apr,2,Sc,
12/22/83,25,20,25,0.23,5,23,,WNW,0-4,8,Ns,
12/21/83,25,-5,17,0.08,,19.5,,ESE,6-Feb,8,St,
12/20/83,17,-11,-11,0,,20,,S,0-1,0,,
12/19/83,7,-11,-11,0.01,1.5,21,,0,,1,Cu,
12/18/83,13,10,10,0.09,1.5,21,,0,,7,St,
12/17/83,20,7,11,0.02,0.5,20,,0,,8,Ns,
12/16/83,16,9,9,0.05,3.25,21,,NE,0-1,2,St,
12/15/83,29,23,26,0.38,6.5,19.5,,NE,0-1,8,Ns,
12/14/83,32,23,24,0.46,T,13,,NE,4-Feb,8,Ns,
12/13/83,31,28,28,0,,14,,0,,8,St,
12/12/83,35,23,33,0.08,7,16,,NW,0-2,8,Ns,
12/11/83,33,12,23,0.79,,12,,E,10-Apr,8,St,
12/10/83,23,16,20,0,2,13,,N,0-2,8,St,
12/9/83,22,20,20,0.07,3,13,,N,0-2,8,Ns,
12/8/83,26,10,22,0.06,0.5,11,,WSW,0-4,8,Ns,light snow
12/7/83,22,16,17,0.04,5.5,13,,NNE,10-Feb,7,Sc,
12/6/83,29,28,29,0.13,0.5,0.9,,N,6-Feb,8,Ns,light snow
